id,smiles,exactmass,rotatablebondcount,logp,formalcharge,acceptorcount,donorcount,polarsurfacearea,error
CHEMBL4071373,C1=CC(=CC(=C1)S(=O)(=O)N2C3=C(C=C(C=C3)C(F)(F)F)C=C2CCCC(=O)O)OC(F)(F)F,495.057513,7,5.203,0,5,1,85.6,
CHEMBL1778732,CC1=C(N=C(O1)C2=CC=CC=C2)CCC3=NOC4=C3C=CC(=C4)OC(C)(C)C(=O)O,406.152872,7,4.81842,0,6,1,98.59,
CHEMBL1082089,CC1=C(C=CC(=C1)OCC2=NC(=C(O2)C3=CC4=CC=CC=C4N=C3)C5=CC=C(C=C5)OC)OCC(=O)O,496.163436,9,5.91622,0,7,1,103.91,
CHEMBL4081907,COC1=CC(=CC=C1)S(=O)(=O)N2C3=C(C=C(C=C3)C(F)(F)F)C=C2CCCC(=O)O,441.085778,7,4.313,0,5,1,85.6,
CHEMBL1082117,CC1=C(C=CC(=C1)OCC2=NC(=C(O2)C3=CC=C(C=C3)OC(F)(F)F)C4=CN=CN=C4)OCC(=O)O,501.11477,9,5.04802,0,8,1,116.8,
CHEMBL602468,CCC(C1=CC=CC=C1)NC(=O)C2=CC3=C(C=C2)N(C(=C3C)C)CC4=CC=C(C=C4)C5=CC=CC=C5C(=O)O,516.241293,8,7.55274,0,3,2,71.33,
CID_71457599,CC(C)(C(=O)O)OC1=CC=C(C=C1)COC2=CC=C(C=C2)N=NC3=CC=CC=C3,390.157957,8,5.923,0,5,1,80.48,
CHEMBL221755,CC1=C(C=CC(=C1)CCC2=C(N=C(S2)C3=CC=C(C=C3)C(F)(F)F)C)OCC(=O)O,435.111599,7,5.69434,0,4,1,59.42,
CHEMBL4237642,CC(C)(C(=O)O)OC1=CC=CC(=C1)NCC2=C(C=C(C=C2)OCC3=CC=C(C=C3)OC)OCC4=CC=C(C=C4)OC,557.241352,14,6.7159,0,7,2,95.48,
CHEMBL5271038,CC1=CC(=CN=C1NC(=O)C2=C(C=C(C(=C2)C(=O)NCC3=CC(=C(C=C3)F)F)F)Cl)N4CCOCC4,518.133253,6,4.47962,0,5,2,83.56,
CHEMBL401015,CCO[C@@H](Cc1ccc(CCC(OC(=S)Nc2ccccc2)c2ccccc2)cc1)C(=O)O,463.181729,11,5.8063,0,4,2,67.79,
CID_44431868,CCOC(CC1=CC=C(C=C1)CCC(C2=CC=CC=C2)OC(=S)NC3=CC=CC=C3)C(=O)O,463.181729,11,5.8063,0,4,2,67.79,
CHEMBL430970,CCCC1=C(C=CC(=C1)OC2=CC=C(C=C2)C3=CC=CC=C3)OCCCOC4=CC=C(C=C4)C5C(=O)NC(=O)S5,553.192294,12,7.9704,0,6,1,73.86,
CHEMBL1778733,CCC1=C(N=C(O1)C2=CC=CC=C2)CCC3=NOC4=C3C=CC(=C4)OC(C)(C)C(=O)O,420.168522,8,5.0724,0,6,1,98.59,
CHEMBL4289610,CC1=C(C=CC(=C1)OCCCOC2=CC(=CC=C2)Cl)OCC(=O)O,350.092101,9,3.95972,0,4,1,64.99,
CHEMBL1075665,C1=CC=C(C=C1)C2=C(C(=NO2)C3=CC=CC(=C3)CC(=O)O)C(=O)NCCOC4=CC(=CC(=C4)Cl)Cl,510.074927,9,5.7513,0,5,2,101.66,
CID_172462207,COC1=CC2=C(C=C1)N(C=C2CCC(=O)O)S(=O)(=O)C3=CC=C(C=C3)OC(F)(F)F,443.065043,7,3.8027,0,6,1,94.83,
CHEMBL122009,COC1=C(C=C(C=C1)CCCC(=O)O)C(=O)NCC2=CC=C(C=C2)C(F)(F)F,395.134443,8,4.0513,0,3,2,75.63,
CHEMBL4776398,CC1=C(C=CC=N1)OC2=CC3=C(C=C2)N=C(N3C)COC4=CC=CC(=C4)C(=O)O,389.137556,6,4.34622,0,6,1,86.47,
CHEMBL407201,CC1=C(C=CC(=C1)SCC2=CC(=NO2)C3=CC=C(C=C3)C(F)(F)F)OCC(=O)O,423.075214,7,5.42452,0,5,1,72.56,
CHEMBL484466,C1CN(CC2=C1C(=CC=C2)O)S(=O)(=O)C3=CC=CC(=C3)C(=O)NC4=C(C=C(C=C4)Cl)C(=O)O,486.065235,5,3.7431,0,5,3,124.01,
CHEMBL4164423,CC1=CC(=C(N=C1)OC2=CC3=C(C=C2)N=C(N3C)COC4=CC=CC(=C4)C(=O)O)C,403.153206,6,4.65464,0,6,1,86.47,
CHEMBL199172,CCCCCOC1=C(C=CC=N1)C(CC#CCCCC(=O)[O-])O.[Na+],341.160303,10,-0.9983,0,5,1,82.48,
CHEMBL2031956,CC(C)=CCC/C(C)=C/Cc1c(O)cc(/C=C/c2ccoc2)cc1O,338.188195,7,6.0964,0,3,2,53.6,
CID_66560742,CC(=CCCC(=CCC1=C(C=C(C=C1O)C=CC2=COC=C2)O)C)C,338.188195,7,6.0964,0,3,2,53.6,
CHEMBL5396467,C1CC1C2=C(C(=NO2)C3=C(C=CC=C3Cl)Cl)COC4=CC=C(C=C4)C5=CC(=CC=C5)C6(CC6)C(=O)O,519.100414,8,7.888,0,4,1,72.56,
CHEMBL4209440,CC1=C(OC(=N1)C2=CC(=CC=C2)OC)COC3=CC=C(C=C3)CC(=O)OC,367.141973,7,3.95312,0,6,0,70.79,
