id,smiles,exactmass,rotatablebondcount,logp,formalcharge,acceptorcount,donorcount,polarsurfacearea,error
CHEMBL161829,Cc1c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c(C)n1-c1ccccc1.[Na+],447.182181,9,0.08874,0,5,2,85.52,
CHEMBL1161658,CC(C)c1cc(-c2cccc(Br)c2)c(-c2ccc(F)cc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,515.110749,9,5.9044,0,4,3,82.69,
CHEMBL2375155,CC(C)c1c(/C=C/[C@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)cn1C1CCCCC1.[Na+],465.229131,9,1.1919,0,5,2,85.52,
CHEMBL4750834,C#CCCOP(=O)(OC(C)C)C(Cc1cc(C(C)(C)C)nc(C(C)(C)C)c1)P(=O)(OC(C)C)OC(C)C,557.303512,13,8.2463,0,7,0,83.95,
CHEMBL4761385,C#CCCC1(CCOP(=O)(OC(C)C)C(Cc2cc(C(C)(C)C)nc(C(C)(C)C)c2)P(=O)(OC(C)C)OC(C)C)N=N1,625.34096,16,9.1886,0,9,0,108.67,
CHEMBL5220731,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](NC(=O)CCCCCCCCCCNC(=O)OC2C[C@@H](C)C=C3C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC=O)[C@H]32)C(C)(C)C)cc1,961.55985,25,7.71872,0,11,6,207.49,
CHEMBL5282835,CCCOP(=O)(OCCC)C(Cc1cc(C(C)(C)C)nc(C(C)(C)C)c1)P(=O)(OCCC)OCCC,547.319162,16,8.6378,0,7,0,83.95,
CHEMBL163277,Cc1c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)cn1C(C)C.[Na+],399.182181,9,-0.62798,0,5,2,85.52,
CHEMBL487632,CC(C)c1c(C(=O)N(C)[C@@H](C)c2ccccc2)nc(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,525.263899,12,4.6225,0,6,3,115.89,
CHEMBL1163189,CCCc1cc(OC)c(OCC(=O)OC)cc1O,254.115424,6,1.9051,0,5,1,64.99,
CHEMBL488300,Cc1cccc(NC(=O)c2c(-c3ccc(F)cc3)c(-c3ccc(F)cc3)c(CC[C@@H](O)C[C@@H](O)CC(=O)O)n2C)c1,562.227929,11,5.71722,0,5,4,111.79,
CHEMBL228954,CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c2c3ccccc3[nH]c(=O)c21.[Na+],502.187994,9,0.0583,0,6,3,118.38,
CHEMBL1161644,CC(C)c1cc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,455.190815,9,5.281,0,4,3,82.69,
